"NPCList":[
{"id":"100001","s3DModel":"TL_ysky","sMaxImage":"B100001","sAllImage":"100001","sMemberImage":"M100001","sSmallImage":"S100001","iFriendly":"0","sNpcName":"厲蒼天","sIntroduction":"本名厲蒼天，天龍八部之首，天龍教創教者。在許多江湖人心中，天王就是邪惡的化身、武林大魔頭。但很少有人知道天王心中的宏圖偉業，要在遙遠的西方，創建一個沒有紛爭的理想國。","iGenderType":"1","iMartialType":"1","sTitle":"天王","AfterStoryID":"0"}
{"id":"100002","s3DModel":"TL_sky","sMaxImage":"B100002","sAllImage":"100002","sMemberImage":"M100002","sSmallImage":"S100002","iFriendly":"0","sNpcName":"厲蒼天","sIntroduction":"本名厲蒼天，天龍八部之首，天龍教創教者。在許多江湖人心中，天王就是邪惡的化身、武林大魔頭。但很少有人知道天王心中的宏圖偉業，要在遙遠的西方，創建一個沒有紛爭的理想國。","iGenderType":"1","iMartialType":"1","sTitle":"天王","AfterStoryID":"0"}
{"id":"100003","s3DModel":"TL_ydragon","sMaxImage":"B100003","sAllImage":"100003","sMemberImage":"M100003","sSmallImage":"S100003","iFriendly":"0","sNpcName":"厲蒼龍","sIntroduction":"本名厲蒼龍，天龍八部之龍，現任天龍教教主。與兄長相比，龍王行事更加霸道乖戾，武功手段更為狠毒。龍王的唯一目標，就是稱霸武林。","iGenderType":"1","iMartialType":"1","sTitle":"龍王","AfterStoryID":"0"}
{"id":"100004","s3DModel":"TL_dragon","sMaxImage":"B100004","sAllImage":"100004","sMemberImage":"M100004","sSmallImage":"S100004","iFriendly":"0","sNpcName":"厲蒼龍","sIntroduction":"本名厲蒼龍，天龍八部之龍，現任天龍教教主。與兄長相比，龍王行事更加霸道乖戾，武功手段更為狠毒。龍王的唯一目標，就是稱霸武林。","iGenderType":"1","iMartialType":"1","sTitle":"龍王","AfterStoryID":"0"}
{"id":"100005","s3DModel":"TL_xiuluo","sMaxImage":"B100006","sAllImage":"100006","sMemberImage":"M100006","sSmallImage":"S100006","iFriendly":"0","sNpcName":"樊未離","sIntroduction":"本名樊未離，天龍八部之阿修羅。武功莫測高深，個性狂野不羈，常著一襲藍色披風。與任天翔有過一段感情糾葛，卻又反目成仇。平素住在修羅宮，極少在江湖露面，但一旦有任天翔出現，阿修羅勢必會加入其敵對陣營。","iGenderType":"0","iMartialType":"1","sTitle":"阿修羅","AfterStoryID":"0"}
{"id":"100006","s3DModel":"TL_xiuluo","sMaxImage":"B100006","sAllImage":"100006","sMemberImage":"M100006","sSmallImage":"S100006","iFriendly":"0","sNpcName":"樊未離","sIntroduction":"本名樊未離，天龍八部之阿修羅。武功莫測高深，個性狂野不羈，常著一襲藍色披風。與任天翔有過一段感情糾葛，卻又反目成仇。平素住在修羅宮，極少在江湖露面。","iGenderType":"0","iMartialType":"1","sTitle":"阿修羅","AfterStoryID":"0"}
{"id":"100007","s3DModel":"TL_naluo","sMaxImage":"B100007","sAllImage":"100007","sMemberImage":"M100007","sSmallImage":"S100007","iFriendly":"0","sNpcName":"納蘭衍","sIntroduction":"本名納蘭衍，天龍八部之緊那羅。常常與乾達婆一起行動，擅長歌舞。容姿極為出眾。天王心腹，一心要救天王脫困。","iGenderType":"0","iMartialType":"1","sTitle":"緊那羅","AfterStoryID":"0"}
{"id":"100008","s3DModel":"TL_bitch","sMaxImage":"B100008","sAllImage":"100008","sMemberImage":"M100008","sSmallImage":"S100008","iFriendly":"1","sNpcName":"凌香兒","sIntroduction":"小名香兒，天龍八部之乾達婆，性情溫和的女性。喜彈琴，好音樂，不喜與人交往。天王心腹，一心要救天王脫困。同時有另外一個身份，為江南第一名妓，艷名遠播，但是賣藝不賣身。","iGenderType":"0","iMartialType":"1","sTitle":"乾達婆","AfterStoryID":"0"}
{"id":"100009","s3DModel":"TL_eagle","sMaxImage":"B100009","sAllImage":"100009","sMemberImage":"M100009","sSmallImage":"S100009","iFriendly":"0","sNpcName":"任天翔","sIntroduction":"本名任天翔，天龍八部之迦樓羅，武功高強，個性豪達，不拘小節。忠於老教主天王，與龍王不合，辭去教中職務遠居關外，與大鵬金翅鳥為伴。","iGenderType":"1","iMartialType":"1","sTitle":"迦樓羅","AfterStoryID":"0"}
{"id":"100010","s3DModel":"TL_mohu","sMaxImage":"B100010","sAllImage":"100010","sMemberImage":"M100010","sSmallImage":"S100010","iFriendly":"0","sNpcName":"羅蛇君","sIntroduction":"本名羅蛇君，天龍八部之摩呼羅迦，天龍教中使毒的高手。個性陰沉，行事毒辣，在江湖中惡名遠播。隸屬於龍王麾下，專司籠絡武林各大門派的勢力。","iGenderType":"1","iMartialType":"1","sTitle":"摩呼羅迦","AfterStoryID":"0"}
{"id":"100011","s3DModel":"TL_ghost2","sMaxImage":"B100011","sAllImage":"100011","sMemberImage":"M100011","sSmallImage":"S100011","iFriendly":"0","sNpcName":"姬無雙","sIntroduction":"本名姬無雙，天龍八部之夜叉，身著紅衣的豔美女子。擅長輕功，邪氣逼人，龍王麾下的第一戰將。","iGenderType":"0","iMartialType":"1","sTitle":"夜叉","AfterStoryID":"0"}
